case_id,split,risk_level,audit_result,primary_anomaly_type,transition,issues,m2_issues,m3_issues
MV_MAIN_033079,test_unseen_template,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_022037,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_019012,test_unseen_template,high,reject_recommendation,merchant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_005642,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_000266,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_040900,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_005106,test_unseen_template,medium,manual_review,over_reimbursement,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_034572,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_020547,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_005914,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_002410,test_unseen_template,high,manual_review,unreadable_image,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_040592,test_unseen_template,low,pass,none,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_034460,test_unseen_template,medium,manual_review,over_reimbursement,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_030901,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_023920,test_unseen_template,low,pass,none,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_018361,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_021107,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_003878,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_034026,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_010787,test_unseen_template,high,reject_recommendation,merchant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_001154,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_020245,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_024046,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_011487,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_012530,test_unseen_template,high,manual_review,unreadable_image,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_022335,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch|bbox_strict_error,,audit_mismatch|bbox_strict_error
MV_MAIN_026864,test_unseen_template,medium,manual_review,amount_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_031134,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_026010,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_039351,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_002993,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_025413,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch|bbox_strict_error,,audit_mismatch|bbox_strict_error
MV_MAIN_040222,test_unseen_template,high,reject_recommendation,merchant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_014855,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_027344,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_025058,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_029159,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_032105,test_unseen_template,high,missing_info,missing_document,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_026105,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_006978,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_034974,test_unseen_template,high,reject_recommendation,merchant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_018707,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch|bbox_strict_error,,audit_mismatch|bbox_strict_error
MV_MAIN_010230,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_015764,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_027453,test_unseen_template,high,reject_recommendation,duplicate_in_batch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_017891,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_025369,test_unseen_template,medium,manual_review,over_reimbursement,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_031766,test_unseen_template,low,pass,none,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_000121,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_018851,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_029243,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_002316,test_unseen_template,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_006262,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_037994,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_017406,test_unseen_template,high,missing_info,missing_document,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_002977,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_011601,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_028177,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch|bbox_strict_error,,audit_mismatch|bbox_strict_error
MV_MAIN_009155,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_017585,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_030322,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_004305,test_unseen_template,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_009637,test_unseen_template,high,reject_recommendation,applicant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_039477,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_016096,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_007815,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_008715,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_008664,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_011314,test_unseen_template,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_016406,test_unseen_template,high,reject_recommendation,merchant_mismatch,m2_correct_to_m3_wrong,hallucination|unsupported_evidence|bbox_strict_error,,hallucination|unsupported_evidence|bbox_strict_error
MV_MAIN_010454,test_unseen_template,high,reject_recommendation,over_reimbursement,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_012292,test_unseen_template,low,pass,none,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_005405,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_011127,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_030547,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_007189,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_028917,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_013953,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_031535,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_012044,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_026493,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_024973,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_039664,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_012871,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_029163,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_023062,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_029740,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_017926,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_036798,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_030804,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_002138,test_hard_negative,medium,manual_review,amount_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_010231,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch|bbox_strict_error,,audit_mismatch|bbox_strict_error
MV_MAIN_015647,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_021501,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_027833,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_017449,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_022202,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_029357,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_026747,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_002240,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_correct_to_m3_wrong,hallucination|unsupported_evidence|bbox_strict_error,,hallucination|unsupported_evidence|bbox_strict_error
MV_MAIN_033014,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_015298,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_019756,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_wrong_to_m3_correct,hallucination|unsupported_evidence|bbox_strict_error,hallucination|unsupported_evidence|bbox_strict_error,
MV_MAIN_005539,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_005650,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_019256,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_014319,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_002771,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_003470,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_correct_to_m3_wrong,hallucination|unsupported_evidence|bbox_strict_error,,hallucination|unsupported_evidence|bbox_strict_error
MV_MAIN_034226,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_015791,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_033341,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_026822,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_020587,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_039122,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_037867,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_005572,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_027421,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_039385,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_032534,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_002764,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_009453,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_030762,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_019729,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_007068,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_032673,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_021378,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_025906,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch|bbox_strict_error,,audit_mismatch|bbox_strict_error
MV_MAIN_011279,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_030873,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_006636,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_036383,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_036595,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_011192,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_035633,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_037217,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_000956,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_039983,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_007072,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch|bbox_strict_error,,audit_mismatch|bbox_strict_error
MV_MAIN_005625,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_014989,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_017737,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_016074,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_006858,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_004715,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_012487,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_000557,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_015440,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_033102,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_017423,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_012891,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_024752,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_017015,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_022095,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_017591,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_wrong_to_m3_correct,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,
MV_MAIN_022480,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_003724,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_015488,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_021119,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_009313,test_hard_negative,high,reject_recommendation,order_id_mismatch,m2_correct_to_m3_wrong,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error,,high_risk_miss|audit_mismatch|unsupported_evidence|bbox_strict_error
MV_MAIN_038935,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_036726,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_035319,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_013693,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_028198,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_030485,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_035817,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_026271,test_hard_negative,high,reject_recommendation,applicant_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_039735,test_hard_negative,medium,manual_review,amount_mismatch,m2_correct_to_m3_wrong,bbox_strict_error,,bbox_strict_error
MV_MAIN_021409,test_hard_negative,high,reject_recommendation,merchant_mismatch,m2_wrong_to_m3_correct,bbox_strict_error,bbox_strict_error,
MV_MAIN_036622,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
MV_MAIN_013764,test_hard_negative,high,reject_recommendation,amount_mismatch,m2_correct_to_m3_wrong,audit_mismatch,,audit_mismatch
